carat,cut,color,clarity,depth,table,price,radius
0.91,2,4,5,63.2,58,4284,3.035
0.81,4,7,5,62.3,58,4284,2.97
0.91,3,6,3,62.1,60,4284,3.105
1.02,3,5,2,60.9,58,4284,3.215
1.0,4,4,2,61.8,60,4284,3.185
0.91,5,6,3,62.3,57,4284,3.105
1.0,5,4,2,62.8,57,4284,3.185
1.02,3,3,2,63.1,59,4284,3.215
1.02,4,2,3,62.7,55,4284,3.24
1.02,4,3,2,62.5,54,4284,3.22
0.9,5,5,3,61.5,56,4284,3.125
1.02,4,3,2,60.9,59,4284,3.255
1.02,4,3,2,59.8,59,4284,3.27
1.02,5,3,2,61.8,55,4284,3.255
1.02,4,5,2,60.0,60,4284,3.285
0.72,5,6,6,62.1,56,4285,2.86
0.9,3,6,3,62.9,56,4286,3.045
0.92,4,4,4,61.6,62,4287,3.15
0.9,3,6,2,59.9,57,4288,3.125
0.71,2,7,4,63.6,54,4289,2.85
0.91,3,6,3,63.9,57,4289,3.025
0.9,3,7,3,62.1,60,4289,3.055
1.04,3,2,3,62.0,57,4290,3.235
1.04,4,2,3,61.8,60,4290,3.235
1.04,5,3,2,61.1,56,4290,3.3
1.03,5,4,2,62.9,57,4290,3.185
1.04,2,6,2,62.3,62,4290,3.2
1.12,5,3,3,62.7,56,4290,3.33
1.02,5,4,2,62.7,57,4291,3.21
1.02,3,4,2,62.9,59,4291,3.19
1.02,4,4,2,62.5,59,4291,3.185
1.02,3,4,2,61.6,61,4291,3.23
0.9,3,7,3,61.8,59,4291,3.065
1.29,4,2,2,61.1,62,4291,3.5
1.03,3,1,5,63.4,58,4292,3.18
1.05,3,2,3,63.5,58,4292,3.23
0.85,3,5,5,62.0,55,4293,3.04
0.56,5,7,8,61.9,57,4293,2.64
0.91,4,3,4,60.6,58,4293,3.15
1.18,3,1,2,63.5,57,4294,3.34
1.13,4,3,2,62.3,59,4294,3.34
1.01,3,1,3,62.2,57,4295,3.175
1.0,5,3,2,59.4,55,4295,3.295
1.0,3,7,2,61.5,63,4295,3.16
1.0,3,7,2,63.5,59,4295,3.175
1.0,1,4,3,64.4,57,4295,3.16
1.0,3,4,3,63.1,56,4295,3.205
1.0,3,7,2,63.3,60,4295,3.145
1.0,4,7,2,60.3,58,4295,3.24
1.0,4,7,2,60.8,60,4295,3.225
0.9,3,4,4,60.5,60,4296,3.1
0.9,2,4,4,61.5,61,4296,3.09
1.02,5,3,2,60.5,57,4297,3.26
0.9,3,4,5,62.4,58,4297,3.07
0.93,4,5,3,62.3,58,4297,3.11
0.91,2,3,5,63.4,56,4298,3.06
1.01,3,5,2,61.8,56,4298,3.215
1.01,4,6,3,61.6,59,4299,3.22
1.01,3,6,2,63.4,59,4299,3.16
1.01,3,5,2,63.2,58,4299,3.215
1.01,3,5,2,63.3,57,4299,3.195
1.01,5,4,2,61.5,57,4299,3.25
1.2,3,2,3,63.1,61,4301,3.325
1.2,4,3,2,60.8,59,4301,3.4
0.96,5,4,3,63.0,53,4301,3.12
1.01,2,5,2,61.5,62,4302,3.205
1.13,5,6,2,62.4,56,4303,3.33
0.91,3,7,3,62.8,57,4303,3.06
1.02,3,3,2,59.7,58,4303,3.265
1.09,4,1,5,59.3,57,4303,3.395
0.77,3,5,7,61.1,57,4304,2.955
0.93,3,6,3,62.8,56,4304,3.095
0.8,3,6,6,62.9,59,4304,2.94
1.01,3,5,2,59.1,57,4304,3.285
0.9,5,7,3,60.7,57,4304,3.115
0.9,3,7,3,63.3,57,4304,3.06
0.9,4,7,3,61.2,60,4304,3.095
0.9,4,7,3,62.7,56,4304,3.08
0.9,4,7,3,61.5,58,4304,3.105
0.9,3,7,3,61.0,63,4304,3.065
0.9,3,7,3,63.5,57,4304,3.075
0.9,4,7,3,59.4,62,4304,3.12
0.9,4,7,3,62.7,58,4304,3.075
0.9,4,7,3,62.6,58,4304,3.075
1.0,2,3,4,63.6,57,4305,3.175
1.01,3,3,3,62.5,58,4306,3.175
1.01,3,3,3,62.3,57,4306,3.18
1.13,5,2,2,61.7,57,4307,3.295
1.11,3,6,2,62.3,58,4307,3.32
1.07,3,2,3,61.8,60,4307,3.26
1.0,2,6,2,62.1,61,4307,3.18
1.16,1,4,2,60.1,60,4307,3.45
1.0,3,6,2,62.5,59,4308,3.155
0.98,4,5,2,61.8,58,4308,3.185
0.9,3,4,4,63.1,56,4309,3.07
0.9,2,4,4,63.7,60,4309,3.01
0.9,2,5,4,63.6,59,4309,3.03
0.9,2,3,5,63.5,59,4309,3.05
0.9,3,3,5,62.9,58,4309,3.03
0.9,3,3,5,62.1,59,4309,3.045
0.9,2,5,4,63.8,55,4309,3.045
0.9,4,3,5,62.4,58,4309,3.075
0.91,2,3,4,59.9,61,4309,3.09
0.9,4,4,4,61.5,60,4309,3.08
0.92,5,6,2,62.6,57,4309,3.11
0.9,3,4,4,63.3,54,4309,3.095
0.9,5,4,4,62.4,54,4309,3.11
1.04,3,3,3,63.2,57,4310,3.225
1.21,4,5,2,62.4,60,4310,3.385
0.66,3,7,6,60.7,59,4311,2.8
1.0,3,6,2,61.9,59,4311,3.195
1.0,3,6,2,60.7,59,4311,3.19
1.0,1,7,2,64.5,54,4312,3.17
1.0,3,6,2,62.2,59,4312,3.175
1.21,3,1,3,62.7,57,4312,3.36
1.0,3,6,2,60.6,61,4312,3.195
1.0,2,6,2,63.3,55,4312,3.125
1.12,3,2,3,60.6,60,4312,3.365
1.1,4,2,3,60.4,61,4312,3.365
1.0,4,3,6,61.9,61,4312,3.18
1.0,1,4,3,64.7,60,4312,3.11
1.0,2,7,3,64.3,62,4312,3.09
1.0,5,3,2,61.4,56,4312,3.23
0.91,4,3,4,61.8,60,4313,3.09
1.01,3,2,3,63.1,57,4313,3.16
1.06,5,2,3,62.2,56,4313,3.245
1.07,5,3,2,59.2,57,4314,3.35
0.81,5,6,4,62.0,57,4314,2.98
0.9,5,4,2,60.7,57,4314,3.095
1.07,4,2,3,60.7,61,4314,3.3
1.07,3,6,3,60.4,63,4314,3.335
1.03,3,4,2,63.0,57,4315,3.2
0.9,3,6,3,62.6,58,4315,3.055
0.9,3,6,3,62.6,61,4315,3.03
0.9,3,6,3,63.0,56,4315,3.055
1.15,5,3,2,60.5,56,4315,3.415
0.81,5,7,4,59.5,60,4315,3.04
1.09,5,2,2,60.3,57,4315,3.32
0.9,2,6,4,64.2,59,4315,3.01
1.11,4,1,4,59.9,60,4315,3.39
0.91,3,4,4,59.5,58,4316,3.13
1.0,3,3,2,61.7,55,4316,3.2
1.11,3,1,3,62.4,57,4316,3.285
1.01,5,2,3,62.2,56,4316,3.175
1.04,3,3,3,63.1,58,4316,3.215
1.04,4,3,3,62.1,56,4316,3.24
1.01,4,5,2,59.6,59,4317,3.295
0.91,5,2,4,61.6,55,4317,3.105
0.93,5,3,3,61.7,55,4317,3.13
0.84,3,5,6,60.4,62,4318,3.05
1.08,4,4,2,60.7,60,4318,3.32
0.9,5,5,3,62.0,57,4318,3.105
1.02,2,7,2,61.5,61,4318,3.17
1.08,4,4,2,59.8,57,4318,3.36
1.08,3,4,2,63.2,57,4318,3.27
1.05,4,4,2,62.5,60,4318,3.25
1.05,4,4,2,61.3,58,4318,3.3
1.05,3,4,2,63.2,54,4318,3.26
1.05,4,4,2,61.6,60,4318,3.28
1.02,4,5,2,60.3,59,4318,3.265
0.84,4,6,5,59.7,59,4318,3.08
1.02,3,5,2,63.0,58,4319,3.185
1.02,5,5,2,62.4,57,4319,3.2
1.0,4,4,2,61.8,58,4319,3.195
1.02,5,3,2,60.7,57,4319,3.255
1.07,5,2,4,61.1,57,4319,3.33
1.16,4,4,2,62.0,59,4320,3.37
0.9,3,4,3,62.4,59,4320,3.05
0.65,5,7,7,61.9,56,4320,2.765
1.01,4,3,3,62.7,59,4320,3.165
1.01,4,3,3,60.6,61,4320,3.195
1.07,3,4,2,62.9,59,4321,3.255
0.9,4,3,4,60.4,59,4321,3.12
1.0,3,6,2,59.8,58,4321,3.235
1.0,3,6,2,59.6,59,4321,3.24
1.0,3,6,2,63.9,57,4321,3.12
1.04,4,5,2,62.8,55,4321,3.24
1.04,2,5,2,64.2,56,4321,3.195
1.12,4,2,4,62.4,58,4321,3.315
1.06,2,6,2,63.9,60,4321,3.225
1.09,3,7,2,59.2,63,4322,3.355
1.09,4,4,3,62.5,59,4322,3.28
1.09,4,4,3,61.8,59,4322,3.295
1.16,3,1,4,63.7,56,4323,3.315
0.7,5,7,5,61.4,57,4323,2.855
0.7,5,7,5,61.5,57,4323,2.84
1.04,5,3,2,60.3,57,4323,3.27
0.9,3,3,5,62.2,57,4324,3.05
0.9,3,3,5,63.2,59,4324,3.04
0.9,3,3,5,62.2,59,4324,3.07
1.17,4,5,2,59.6,60,4324,3.44
0.9,5,5,3,60.7,57,4324,3.125
0.93,3,6,2,60.5,57,4325,3.16
0.71,5,7,6,61.6,54,4325,2.87
0.68,5,7,7,61.3,57,4325,2.83
0.84,5,4,5,61.8,56,4325,3.01
1.12,5,1,2,62.5,57,4325,3.315
1.03,5,3,2,61.1,57,4325,3.24
0.92,5,3,3,60.5,57,4325,3.135
1.03,2,3,3,63.1,56,4326,3.175
1.01,2,4,3,63.2,55,4326,3.16
0.92,2,5,3,64.0,56,4326,3.06
1.03,4,2,3,62.0,58,4326,3.235
1.16,4,1,3,62.2,58,4326,3.375
1.16,4,2,2,62.1,58,4326,3.39
1.03,3,6,2,60.7,63,4326,3.24
1.01,4,4,2,62.4,59,4327,3.195
1.01,2,4,2,63.8,56,4327,3.16
0.92,3,7,2,61.6,58,4327,3.095
0.82,5,7,4,62.4,54,4327,2.995
1.01,4,4,2,62.0,58,4327,3.205
1.01,4,4,2,62.7,58,4327,3.22
1.01,4,4,2,60.5,58,4327,3.275
1.01,4,4,2,61.9,59,4327,3.23
1.01,5,4,2,59.6,57,4327,3.295
1.01,4,4,2,60.1,59,4327,3.275
1.01,5,4,2,60.5,58,4327,3.26
1.01,4,4,2,60.4,59,4327,3.285
1.01,4,4,2,62.5,60,4327,3.195
1.01,4,4,2,61.0,58,4327,3.24
1.01,4,4,2,60.1,61,4327,3.3
0.9,3,3,4,62.3,59,4328,3.05
0.9,3,3,5,62.5,58,4328,3.04
1.15,4,6,2,62.5,58,4328,3.36
1.15,4,6,2,61.7,60,4328,3.39
1.03,4,6,2,61.4,58,4328,3.245
0.92,5,3,5,60.9,57,4328,3.165
1.19,3,1,2,63.4,56,4329,3.35
1.01,4,6,3,61.7,56,4330,3.22
1.05,5,3,2,61.2,57,4331,3.275
1.05,5,3,2,61.2,57,4331,3.27
1.25,4,1,2,62.3,59,4331,3.41
1.19,4,3,2,61.9,58,4332,3.42
0.91,4,6,3,62.1,58,4332,3.075
1.04,3,3,2,60.2,60,4332,3.26
1.01,3,5,2,62.2,58,4332,3.165
1.01,3,5,2,62.1,58,4332,3.175
1.06,5,2,3,62.8,56,4333,3.26
1.08,5,3,3,62.2,57,4333,3.28
0.96,5,5,5,61.7,56,4333,3.2
1.0,4,5,2,62.9,56,4333,3.21
1.0,4,5,2,59.9,61,4333,3.23
1.0,4,5,2,61.6,62,4333,3.185
0.91,3,5,2,62.5,58,4334,3.05
0.88,5,3,7,62.0,59,4334,3.06
0.9,4,6,4,62.9,58,4334,3.075
0.9,4,6,3,63.0,59,4334,3.065
0.78,5,7,5,62.1,55,4336,2.95
1.01,5,2,2,62.5,57,4336,3.19
0.39,2,1,4,63.3,56,581,2.3
0.39,5,1,4,61.4,57,581,2.33
0.39,3,4,2,62.7,54,581,2.32
0.38,4,2,3,60.5,58,581,2.335
0.39,4,1,4,61.3,60,581,2.325
0.31,5,6,3,62.1,56,582,2.175
0.36,3,3,4,61.0,55,583,2.31
0.27,5,5,4,61.9,54,583,2.07
0.27,5,5,4,61.8,53,583,2.09
0.37,5,5,3,61.3,55,583,2.305
0.37,4,1,4,61.1,60,583,2.315
0.37,4,1,4,60.7,60,583,2.34
0.31,5,4,5,61.9,55,583,2.18
0.31,2,4,5,63.3,57,583,2.14
0.31,2,5,4,63.5,55,583,2.155
0.31,5,5,4,61.6,56,583,2.175
1.01,5,2,2,62.4,57,4336,3.185
1.01,3,1,4,60.6,59,4337,3.21
0.91,5,3,3,62.0,56,4337,3.095
1.21,4,2,2,59.9,61,4337,3.445
1.01,3,7,2,63.1,54,4338,3.215
1.01,2,7,2,63.6,57,4338,3.17
1.01,4,7,2,60.8,61,4338,3.25
1.01,4,4,3,59.2,59,4338,3.29
1.01,4,4,3,62.6,60,4338,3.195
1.01,4,7,2,61.8,57,4338,3.235
1.01,4,4,3,63.0,59,4338,3.16
1.01,4,7,2,62.6,60,4338,3.2
1.01,4,4,3,62.8,59,4338,3.165
0.72,3,6,7,60.8,58,4339,2.895
1.01,2,5,3,63.4,55,4339,3.175
1.01,2,5,3,64.2,58,4339,3.12
1.07,3,4,2,64.6,60,4340,3.175
1.0,4,5,2,61.5,60,4340,3.175
1.25,4,2,2,60.1,60,4340,3.495
1.25,4,4,2,61.1,58,4340,3.48
1.02,3,3,2,62.6,57,4341,3.21
0.7,5,5,7,62.4,55,4341,2.825
1.02,4,4,3,61.3,58,4341,3.235
0.95,4,7,2,60.1,61,4341,3.185
1.08,5,3,2,62.1,56,4344,3.27
1.04,5,2,3,61.7,57,4344,3.245
0.91,2,6,4,63.1,58,4345,3.065
1.52,4,4,1,62.3,60,4345,3.67
1.01,3,1,3,61.9,58,4346,3.18
1.2,2,7,1,63.6,60,4346,3.36
1.03,5,1,2,60.6,56,4347,3.29
1.15,4,1,3,62.3,55,4347,3.38
1.15,4,2,2,62.6,57,4347,3.365
1.15,5,1,3,61.8,57,4347,3.365
1.02,3,3,3,62.8,59,4348,3.165
1.0,3,7,2,62.3,56,4348,3.165
1.13,3,2,4,61.6,57,4348,3.365
1.09,3,3,2,60.9,57,4349,3.32
1.13,4,3,2,59.4,58,4350,3.37
0.92,4,7,3,62.3,58,4350,3.105
0.78,5,7,5,62.2,57,4350,2.93
1.01,5,4,2,62.1,57,4350,3.24
0.93,3,3,4,62.8,59,4351,3.065
0.9,5,7,3,61.6,56,4351,3.095
1.01,3,6,2,60.4,60,4352,3.24
0.91,4,7,3,63.0,59,4352,3.075
1.34,3,3,2,61.1,63,4352,3.54
1.18,3,1,2,62.2,58,4353,3.37
1.27,4,4,2,62.4,56,4353,3.465
1.02,5,3,2,61.9,56,4353,3.235
1.02,3,1,4,63.9,57,4354,3.14
1.1,4,3,3,62.1,58,4354,3.305
1.05,4,5,2,60.4,57,4354,3.305
1.08,5,2,3,61.4,57,4355,3.335
0.9,4,3,4,61.2,61,4355,3.09
1.01,5,6,2,62.1,56,4355,3.195
1.01,4,6,2,62.5,60,4355,3.195
1.01,3,6,2,61.8,56,4355,3.21
1.01,3,6,2,62.4,58,4355,3.18
1.01,3,6,2,59.6,61,4355,3.28
1.01,3,6,2,62.8,57,4355,3.175
1.01,2,6,2,63.3,58,4355,3.185
1.01,3,5,2,63.4,56,4355,3.2
1.01,4,2,3,62.3,58,4355,3.22
0.97,2,2,4,64.5,61,4355,3.08
0.9,4,3,6,60.3,61,4355,3.125
0.9,4,3,6,62.0,58,4355,3.08
1.08,4,2,3,60.5,60,4355,3.335
1.01,4,3,2,61.3,59,4355,3.235
0.96,5,4,3,62.6,57,4355,3.14
0.96,5,4,3,63.0,54,4355,3.135
1.01,2,5,3,63.6,58,4355,3.18
1.01,4,2,3,61.9,58,4355,3.24
1.01,4,4,2,59.5,55,4355,3.295
1.1,3,2,3,62.7,58,4356,3.27
1.02,2,5,2,59.2,58,4356,3.255
1.01,5,3,2,61.7,56,4357,3.205
1.06,2,5,2,62.2,61,4357,3.235
0.91,4,4,4,60.8,56,4357,3.14
0.9,3,4,5,62.4,55,4358,3.055
1.02,5,3,2,61.0,58,4360,3.25
0.91,5,4,2,61.0,57,4360,3.125
1.13,4,5,2,62.3,59,4360,3.34
1.09,5,1,4,62.0,54,4361,3.32
0.7,3,7,7,63.4,59,4362,2.815
1.03,4,2,3,61.6,59,4362,3.23
1.08,3,4,2,60.3,58,4362,3.325
1.01,4,4,2,62.4,58,4362,3.19
0.72,5,5,7,61.0,56,4362,2.89
0.8,5,5,5,62.2,56,4362,2.965
0.9,2,7,3,61.1,62,4362,3.1
1.07,4,6,2,60.5,59,4362,3.335
0.71,3,7,6,61.0,56,4363,2.875
1.01,3,6,2,63.5,55,4363,3.16
1.05,4,5,2,61.7,60,4363,3.29
1.02,5,4,2,62.6,58,4363,3.21
0.85,5,6,3,61.6,57,4363,3.035
1.05,4,5,2,62.8,55,4363,3.275
1.05,4,5,2,62.3,56,4363,3.275
1.04,3,5,2,62.4,54,4364,3.23
1.05,5,1,2,61.3,56,4364,3.28
0.84,4,7,5,60.6,57,4365,3.075
1.07,4,5,2,61.7,58,4366,3.275
1.07,4,5,2,61.8,58,4366,3.255
1.02,5,4,2,62.0,55,4366,3.2
0.94,5,6,2,60.9,57,4366,3.17
1.2,5,2,3,62.2,57,4368,3.4
1.04,5,3,2,61.8,55,4368,3.27
1.04,4,3,3,60.4,59,4368,3.295
1.2,5,3,2,61.1,57,4368,3.45
1.02,2,5,2,61.4,61,4368,3.2
1.04,4,2,3,62.0,57,4368,3.25
1.04,4,2,3,61.8,60,4368,3.255
1.04,4,3,2,61.5,59,4368,3.27
1.2,4,3,2,62.5,58,4368,3.37
1.3,4,3,2,60.7,59,4368,3.53
1.0,4,4,2,61.8,59,4368,3.19
1.04,5,3,2,61.1,56,4368,3.33
0.9,3,4,4,62.5,58,4369,3.05
1.01,3,3,3,62.6,58,4369,3.17
0.7,5,7,6,62.0,53,4369,2.845
0.9,5,3,4,62.5,53,4369,3.085
0.91,3,3,5,62.1,59,4370,3.085
0.9,2,5,4,62.4,58,4370,3.04
0.9,2,5,4,63.1,57,4370,3.065
1.02,4,4,2,62.9,59,4370,3.2
1.02,3,4,2,63.1,60,4370,3.205
1.04,4,6,2,62.8,59,4370,3.225
1.02,5,4,2,62.7,57,4370,3.22
1.02,4,4,2,62.5,59,4370,3.21
1.13,5,1,2,61.9,56,4371,3.335
1.01,4,6,2,61.0,56,4371,3.21
1.09,3,1,4,62.3,59,4372,3.28
1.06,3,3,2,62.8,57,4372,3.245
1.06,4,2,3,61.9,59,4372,3.25
1.0,3,5,2,61.3,61,4372,3.18
1.0,3,5,2,61.6,61,4372,3.165
1.06,4,5,2,62.4,58,4372,3.25
1.0,5,5,2,61.2,57,4372,3.195
1.0,5,5,2,61.3,56,4372,3.215
1.0,4,2,4,61.6,59,4372,3.195
1.0,2,5,3,64.0,57,4372,3.145
1.0,3,5,2,61.1,61,4372,3.175
0.73,5,7,6,61.3,56,4372,2.895
0.84,5,4,5,61.4,56,4372,3.02
0.93,4,5,3,62.3,58,4373,3.09
1.12,4,2,3,61.1,59,4373,3.33
1.12,3,3,2,62.5,58,4373,3.29
1.02,3,5,2,60.0,57,4373,3.265
0.85,5,4,5,61.8,55,4373,3.045
0.85,5,7,3,61.9,56,4373,3.015
1.32,4,4,2,59.2,61,4373,3.605
1.03,3,4,2,62.2,56,4374,3.23
1.07,5,5,2,61.9,55,4374,3.265
0.93,5,6,3,62.2,55,4374,3.12
1.05,4,2,2,60.2,61,4374,3.32
1.07,5,6,2,61.7,57,4374,3.295
1.07,4,3,4,60.6,60,4374,3.33
1.04,5,4,2,60.7,57,4375,3.255
1.04,5,4,2,61.4,57,4375,3.24
1.04,3,4,2,62.6,58,4375,3.21
1.01,3,2,3,60.0,62,4375,3.205
1.24,4,2,2,62.8,58,4375,3.44
1.02,5,3,2,60.5,57,4375,3.28
0.93,2,4,3,63.8,58,4375,3.07
1.11,5,2,2,61.9,57,4377,3.31
0.76,5,7,5,61.7,56,4377,2.92
1.21,5,5,1,62.0,56,4377,3.42
0.83,5,7,4,62.0,54,4378,3.015
1.01,5,2,4,64.1,58,4378,3.135
0.92,4,6,3,61.3,58,4379,3.095
1.0,3,3,2,62.0,57,4379,3.2
0.9,3,5,3,61.4,58,4379,3.09
0.71,5,7,5,61.7,56,4380,2.855
1.02,4,4,3,61.9,58,4381,3.235
0.9,3,3,4,63.0,57,4381,3.045
0.9,2,7,3,63.5,57,4381,3.055
0.9,3,7,3,61.0,63,4381,3.05
0.9,2,7,3,63.3,57,4381,3.035
0.9,4,7,3,62.7,58,4381,3.045
0.9,3,7,3,59.4,62,4381,3.095
0.9,3,7,3,61.5,58,4381,3.075
0.9,3,7,3,62.6,58,4381,3.055
0.9,2,7,3,63.2,55,4381,3.05
0.9,3,7,3,62.7,56,4381,3.06
0.9,3,7,3,61.2,60,4381,3.07
0.9,2,3,7,64.3,59,4381,3.02
1.02,4,7,2,60.0,62,4381,3.295
1.02,4,7,2,60.9,61,4381,3.195
1.02,4,7,2,61.5,58,4381,3.255
1.02,4,7,2,62.1,57,4381,3.205
0.9,3,6,3,63.2,54,4382,3.05
0.9,2,4,7,64.0,55,4382,3.025
1.03,5,3,2,62.5,54,4382,3.23
0.9,2,7,2,62.2,63,4382,3.07
0.76,5,6,7,61.8,54,4382,2.95
1.0,3,5,2,62.2,55,4383,3.195
1.09,5,3,2,60.0,59,4383,3.36
1.01,5,4,2,61.0,56,4383,3.24
0.74,5,5,8,61.9,55,4383,2.895
1.01,3,5,2,62.3,59,4384,3.155
1.03,4,3,3,60.7,60,4384,3.305
1.03,5,3,2,61.1,57,4384,3.275
0.9,4,6,3,60.8,59,4385,3.12
1.13,3,1,3,63.5,59,4385,3.31
0.9,4,6,3,59.1,62,4385,3.165
1.13,5,2,2,61.7,57,4385,3.35
0.9,4,6,3,61.6,57,4385,3.125
0.9,4,6,3,59.8,55,4385,3.17
0.9,4,4,4,61.8,60,4386,3.08
0.9,3,4,4,61.5,60,4386,3.065
0.91,5,3,3,61.9,56,4386,3.085
1.2,4,4,2,62.8,62,4387,3.345
1.44,4,2,1,62.7,55,4387,3.605
0.8,5,4,5,61.1,57,4388,2.985
0.96,4,7,2,59.1,58,4388,3.265
1.0,2,3,3,62.7,60,4389,3.12
1.0,3,3,3,62.2,60,4389,3.17
1.0,2,3,3,63.4,56,4389,3.17
1.0,4,3,3,59.0,60,4389,3.26
1.0,2,3,3,63.9,56,4389,3.14
1.0,2,3,3,61.2,62,4389,3.16
0.91,3,7,3,63.5,56,4389,3.065
1.1,5,1,3,61.5,55,4390,3.325
0.9,5,5,3,62.2,55,4390,3.08
1.0,3,6,2,63.3,55,4390,3.145
1.12,4,2,3,60.6,60,4390,3.385
1.0,4,6,2,62.2,59,4390,3.19
1.0,4,6,2,60.6,61,4390,3.22
1.13,3,1,3,62.9,57,4391,3.3
1.03,5,4,2,61.7,55,4391,3.24
1.21,4,1,3,62.7,57,4391,3.385
1.21,4,2,2,61.8,60,4391,3.43
0.91,5,6,3,61.0,57,4392,3.1
1.0,3,6,2,62.5,55,4392,3.19
1.0,2,6,2,61.0,61,4394,3.185
1.09,4,3,2,61.2,62,4395,3.315
1.16,2,5,2,63.7,63,4395,3.275
1.0,3,3,2,63.7,58,4395,3.155
1.03,5,1,3,61.7,56,4395,3.245
0.9,2,4,5,61.0,62,4395,3.08
1.01,4,4,3,58.8,58,4395,3.295
1.01,4,4,3,62.3,60,4395,3.155
0.9,3,5,4,59.6,59,4397,3.135
1.02,5,1,4,61.1,58,4397,3.225
1.02,5,1,4,60.7,57,4397,3.25
1.01,2,4,2,59.3,62,4397,3.255
1.02,1,3,2,59.6,57,4398,3.325
1.02,3,6,2,60.5,58,4398,3.27
1.02,2,6,2,63.3,59,4398,3.16
1.02,3,6,2,62.8,55,4398,3.2
1.02,3,6,2,62.9,56,4398,3.18
1.02,3,6,2,63.0,57,4398,3.195
1.02,5,6,2,62.4,55,4398,3.22
1.02,3,6,2,59.6,59,4398,3.27
1.05,3,6,2,62.9,57,4398,3.235
1.02,5,4,2,61.4,54,4398,3.275
1.0,4,4,2,61.8,58,4398,3.215
1.02,4,5,2,63.0,58,4398,3.215
1.02,5,5,2,62.4,57,4398,3.215
1.02,5,3,2,60.7,57,4398,3.27
0.77,3,5,7,60.2,58,4399,2.965
1.01,4,6,3,62.4,58,4399,3.185
1.01,2,6,3,64.1,59,4399,3.155
1.01,2,6,3,64.1,62,4399,3.095
1.01,3,6,3,61.0,56,4399,3.235
1.14,4,5,2,62.8,58,4399,3.305
0.9,3,4,4,63.8,58,4400,3.04
0.9,3,4,4,58.8,61,4400,3.14
0.9,3,5,4,63.4,58,4400,3.035
1.0,2,6,2,63.5,54,4400,3.175
0.97,4,4,3,62.6,58,4400,3.12
0.31,3,5,4,60.7,61,583,2.18
0.31,2,5,4,63.7,59,583,2.13
0.31,5,5,4,60.8,57,583,2.19
0.31,5,5,4,61.6,56,583,2.175
0.31,4,5,4,59.4,58,583,2.185
0.31,3,5,4,63.0,57,583,2.135
0.31,2,5,4,63.6,54,583,2.14
0.31,5,5,4,61.9,57,583,2.16
0.31,5,5,4,62.2,56,583,2.18
0.35,5,5,3,62.5,54,583,2.25
0.35,4,5,3,60.2,58,583,2.27
0.35,5,5,3,62.4,55,583,2.26
0.35,5,5,3,62.2,56,583,2.24
0.35,2,5,3,63.6,54,583,2.255
0.35,2,5,3,63.1,56,583,2.23
0.35,4,5,3,62.3,58,583,2.245
0.35,3,5,3,61.7,58,583,2.255
0.32,3,6,3,59.9,57,584,2.235
0.32,3,6,3,62.3,55,584,2.18
0.34,5,7,3,62.0,55,584,2.25
0.37,2,3,4,63.1,55,584,2.295
0.37,3,3,4,59.5,61,584,2.32
0.37,2,3,4,63.7,55,584,2.27
0.37,4,2,5,61.4,59,584,2.275
0.34,4,7,3,62.0,58,584,2.215
0.3,3,6,4,61.6,61,585,2.13
1.07,4,4,2,62.0,59,4401,3.27
0.9,5,5,3,60.7,57,4401,3.105
0.9,3,4,3,62.9,54,4401,3.07
1.06,5,3,2,60.1,59,4401,3.325
1.03,5,2,3,63.3,57,4401,3.185
1.07,4,4,2,62.9,59,4401,3.29
0.9,2,4,5,63.9,60,4401,3.07
1.07,5,4,2,62.0,57,4401,3.29
1.06,5,3,2,62.8,57,4402,3.26
1.04,5,5,3,59.9,56,4403,3.32
0.9,5,3,4,61.9,58,4403,3.1
1.04,5,3,2,62.1,56,4404,3.24
0.92,2,5,4,63.1,57,4404,3.055
1.02,3,6,2,63.1,59,4404,3.165
1.02,3,6,2,60.7,62,4404,3.22
0.97,3,3,3,62.8,55,4404,3.125
1.51,4,3,1,60.9,56,4404,3.69
1.21,3,2,3,63.3,60,4404,3.38
1.21,4,2,3,61.0,56,4404,3.455
1.15,3,2,2,62.0,58,4405,3.345
1.05,5,1,3,61.7,55,4405,3.27
1.05,5,1,3,61.5,55,4405,3.265
1.0,2,3,3,61.6,61,4405,3.145
0.93,2,4,3,58.8,61,4405,3.18
0.92,5,4,4,62.6,56,4405,3.1
1.06,5,2,4,61.4,57,4405,3.285
0.92,5,4,2,61.9,57,4406,3.115
0.92,2,6,4,58.9,57,4406,3.175
1.03,3,3,3,63.4,62,4406,3.23
0.9,4,7,3,61.4,62,4407,3.095
1.08,3,5,2,62.6,56,4407,3.275
1.08,4,5,2,60.2,59,4407,3.3
0.77,5,7,5,62.3,56,4407,2.915
1.03,5,4,2,62.1,56,4407,3.22
0.7,2,7,7,61.0,61,4407,2.845
1.23,4,4,2,58.9,62,4408,3.515
0.9,2,3,5,62.4,55,4409,3.045
1.25,4,1,2,62.3,59,4410,3.43
1.05,5,3,2,61.2,57,4410,3.31
1.05,5,3,2,61.2,57,4410,3.295
1.01,4,5,3,61.9,58,4412,3.19
1.01,3,2,3,63.5,59,4412,3.18
1.01,4,3,4,62.3,58,4412,3.225
0.81,5,5,5,62.3,55,4412,2.985
1.01,3,3,5,63.5,56,4412,3.16
1.01,4,6,2,59.1,60,4412,3.285
